縣市,姓名,政黨,選舉年度,相關經歷,詳細資訊網址
金門縣,陳滄江,民主進步黨,2009,金門縣鄉土文化建設促進會理事長。,https://councils.g0v.tw/councilors/info/a07eac483f81450480ef7b92430c0681/2009/
金門縣,陳滄江,民主進步黨,2014,金門縣鄉土文化建設促進會理事長,https://councils.g0v.tw/councilors/info/a07eac483f81450480ef7b92430c0681/2014/
金門縣,陳滄江,民主進步黨,2009,金門縣建築開發商業同業公會理事長。,https://councils.g0v.tw/councilors/info/a07eac483f81450480ef7b92430c0681/2009/
金門縣,陳滄江,民主進步黨,2014,金門縣建築開發商業同業公會理事長,https://councils.g0v.tw/councilors/info/a07eac483f81450480ef7b92430c0681/2014/
臺北市,羅宗勝,民主進步黨,1998,臺北市大同區星明里第七屆里長。民進黨臺北市黨部第六、七屆執行委員兼財務委員。臺北市建築物管理公會理事長。臺北市保全同業公會常務理事。臺北市社區安全協會常務理事。臺北市環保義工大隊副中隊長。臺北市救難協會顧問。臺北市宜蘭縣同鄉會會員。臺北市彰友會會員。臺北市賴羅傅宗親會會員。臺北市大稻埕地區發展促進會顧問。臺北市濱江地區發展促進會顧問。,https://councils.g0v.tw/councilors/info/c10d1cbb26d7439486e6edf9e910db2a/1998/
新北市,趙長江,,1973,中華民國建築公會理事,https://councils.g0v.tw/councilors/info/3d2188c06d3c49dda823bd7fdae49bbb/1973/
新北市,趙長江,,1968,中華民國建築公會理事,https://councils.g0v.tw/councilors/info/3d2188c06d3c49dda823bd7fdae49bbb/1968/
新北市,趙長江,,1977,中華民國建築公會理事,https://councils.g0v.tw/councilors/info/3d2188c06d3c49dda823bd7fdae49bbb/1977/
新北市,鄭登文,,1982,保家裕建設有限公司常務董事|冠泰建設董事長,https://councils.g0v.tw/councilors/info/5137d739b69a463ca1933eefc3854e1f/1982/
新北市,鄭登文,,1982,建築爭議委員會委員,https://councils.g0v.tw/councilors/info/5137d739b69a463ca1933eefc3854e1f/1982/
臺北市,徐明德,民主進步黨,1985,海軍總部工程隊建築士、臺北市後備軍人輔導組長、臺北市中山區新福里里長、臺灣區水管工業同業公會理事長、臺北市直轄市議會第三、四屆議員。,https://councils.g0v.tw/councilors/info/e80bb6e809df450a8729f6d061453d9d/1985/
新北市,謝隆盛,,1973,宏國建設公司經理,https://councils.g0v.tw/councilors/info/c6ff54ac1739405098763e176706e55a/1973/
新北市,謝隆盛,,1977,宏國建設公司經理,https://councils.g0v.tw/councilors/info/c6ff54ac1739405098763e176706e55a/1977/
新北市,林延湯,,1973,臺灣省建築同業工會常務理事,https://councils.g0v.tw/councilors/info/5b11e78748aa4c61ad772b4a102f1a2c/1973/
新北市,林延湯,,1968,臺灣省建築同業工會常務理事,https://councils.g0v.tw/councilors/info/5b11e78748aa4c61ad772b4a102f1a2c/1968/
新北市,林延湯,,1977,臺灣省建築同業工會常務理事,https://councils.g0v.tw/councilors/info/5b11e78748aa4c61ad772b4a102f1a2c/1977/
新北市,林阿仁,,1958,中視建設股份有限公司董事長,https://councils.g0v.tw/councilors/info/9b8e0abbdd134fde804cb5524cce031e/1958/
新北市,林阿仁,,1961,中視建設股份有限公司董事長,https://councils.g0v.tw/councilors/info/9b8e0abbdd134fde804cb5524cce031e/1961/
花蓮縣,孫永昌,中國國民黨,2009,５.花蓮縣阿美建設協會理事長,https://councils.g0v.tw/councilors/info/2ca5cf35a98b4fcf87033b6ae420f3ed/2009/
