縣市,姓名,政黨,選舉年度,相關經歷,詳細資訊網址
新北市,柯玟伶,,1990,國際扶輪3490地區總監(東北亞第1位女性總監)|創社社長任內輔導11個扶輪社,https://councils.g0v.tw/councilors/info/09c085c9572740e18edbc76997fdf307/1990/
新北市,柯玟伶,,1994,國際扶輪3490地區總監(東北亞第1位女性總監)|創社社長任內輔導11個扶輪社,https://councils.g0v.tw/councilors/info/09c085c9572740e18edbc76997fdf307/1994/
臺北市,王正德,中國國民黨,2006,台北市第八、九屆議員，建國中學校友會理事長，南天扶輪社05-06年社長，台北市兵役協會理事長，台北市公共安全協會理事長，台北市馬拉松委員會主任委員，台北市山東同鄉會理事兼副秘書長，台北市青溪協會理事‧北市民防、義警等顧問。,https://councils.g0v.tw/councilors/info/08b3c1c09fa040eda92da62549fac8ef/2006/
臺北市,王正德,中國國民黨,2002,山東同鄉會理事兼副秘書長、救國團信義區團委會委員、臺北市公共安全協會理事長、建國中學校友會理事長、南天扶輪社理事、衛理女中家長會副會長、北市民防、義警、義消、義交等顧問、臺北市直轄市議會第八屆議員。,https://councils.g0v.tw/councilors/info/08b3c1c09fa040eda92da62549fac8ef/2002/
臺北市,王正德,中國國民黨,2010,台北市第八、九、十屆議員，建國中學校友會理事長、台灣南天扶輪社社長、北市兵役協會理事長、北市文化經濟交流協會理事長、北市馬拉松協會理事長、山東同鄉會理事兼副祕書長、國光基金會董事、北市青溪協會理事。,https://councils.g0v.tw/councilors/info/08b3c1c09fa040eda92da62549fac8ef/2010/
新北市,鄭綉瑛,,2006,國際愛心獅子會第四屆會長,https://councils.g0v.tw/councilors/info/3a3afdd33c4344a0a1c31d3120c8aea8/2006/
新北市,歐金獅,,2006,國際獅子會300B2區第一副總監,https://councils.g0v.tw/councilors/info/1fd99bc452874981be57770bebaf16ea/2006/
新北市,歐金獅,民主進步黨,2010,國際獅子會300B2區第一副總監,https://councils.g0v.tw/councilors/info/1fd99bc452874981be57770bebaf16ea/2010/
新北市,胡憲章,,1994,瑞芳國際獅子會第5屆會長,https://councils.g0v.tw/councilors/info/2c102661952a477683e363ca68e09923/1994/
新北市,林義仁,,1994,萬里鄉國際獅子會創會會長,https://councils.g0v.tw/councilors/info/020954d232e444e2a509ccbba3ef25ea/1994/
新北市,盧嘉辰,,1994,土城國際獅子會理事,https://councils.g0v.tw/councilors/info/f421745cb8284b58bbeaac836a1c5a2d/1994/
新北市,盧嘉辰,,1998,土城國際獅子會理事,https://councils.g0v.tw/councilors/info/f421745cb8284b58bbeaac836a1c5a2d/1998/
新北市,蔡榮隆,,1982,永和市國際獅子會理事,https://councils.g0v.tw/councilors/info/ac2ac04fd46e46db9660490f663e0613/1982/
臺中市,陳詩哲,無黨籍,2010,台中港東南扶輪社社長,https://councils.g0v.tw/councilors/info/a87aaddf5dd041aa96993f3bb228486a/2010/
臺中市,蘇麗華,中國國民黨,2010,欣欣國際獅子會九八-九九會長,https://councils.g0v.tw/councilors/info/cba763de87de4a47a9d842324b2bd99c/2010/
臺北市,郭石吉,中國國民黨,1989,臺北市直轄市議會副議長、郭源益食品公司副董事長、士林國中、國小家長會會長、士林國際獅子會長，臺北市直轄市議會第四、五屆議員。,https://councils.g0v.tw/councilors/info/eedc4d5cc0124cc3bba602fc9ad0d30e/1989/
臺北市,郭石吉,中國國民黨,1981,士林國際獅子會會長、陽明山糕餅罐頭同業公會理事長、郭元益食品公司總經理、士林區體育會理事長、士林國民中、小學家長會會長。,https://councils.g0v.tw/councilors/info/eedc4d5cc0124cc3bba602fc9ad0d30e/1981/
桃園縣,廖輝星,,2009,桃園青商會會長、陽光獅子會09~10會長,https://councils.g0v.tw/councilors/info/50332169c39942b7bd4f5e44ff1cb64e/2009/
新北市,鄭逢時,,1968,國際獅子會會長,https://councils.g0v.tw/councilors/info/1026ba5fcc884d13a2e4e10707a2b5bb/1968/
臺北市,林義盛,中國國民黨,1973,臺北市第一屆議會議員、皇家旅行社負責人、國際獅子會副會長、臺北市體育會總幹事、信洲大飯店總經理、臺北市義警建成中隊長、國際青商會副會長。,https://councils.g0v.tw/councilors/info/40357fadde6c4b8dbde1c5682f98f8c9/1973/
新北市,陳梅嬌,,1998,新碧獅子會第7屆會長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/1998/
新北市,陳梅嬌,,2002,新碧獅子會第7屆會長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/2002/
新北市,鄭漢騰,,1994,觀音山國際獅子會副會長,https://councils.g0v.tw/councilors/info/18d5b13798a04c55a708bbfd0b039f40/1994/
新北市,張孟育,,1994,思賢國際獅子會會長,https://councils.g0v.tw/councilors/info/c8d4c177afb44c4789a6ff2979787a0d/1994/
臺北市,黃義清,中國國民黨,1994,臺北市直轄市議會第四、五、六屆議員、臺北市景美後備軍人輔導中心主任、臺北市景美區改善民俗實踐委員會會長、臺北市仁德國際獅子會第五屆會長、救國團景美區團務委員會常務委員、中國國民黨台北市黨部景美區黨部常委、小組長。,https://councils.g0v.tw/councilors/info/60a29b13dd214899948af36221b8ae97/1994/
臺北市,黃義清,中國國民黨,1989,獅子會長、改善民俗實踐會會長、景興國中、志清國小家長會長，臺北市直轄市議會第四、五屆議員。,https://councils.g0v.tw/councilors/info/60a29b13dd214899948af36221b8ae97/1989/
臺北市,黃義清,中國國民黨,1981,臺北市仁德國際獅子會會長、國際獅子會300A區16團主任秘書、景美區後備軍人輔導中心秘書、臺北市籃球委員會副主任委員、臺北市釣魚協會萬隆小組組長。,https://councils.g0v.tw/councilors/info/60a29b13dd214899948af36221b8ae97/1981/
新北市,陳一郎,,1990,新店國際獅子會會長,https://councils.g0v.tw/councilors/info/c357fe75caee4efe8ffcd92da79f80fd/1990/
新北市,莊武則,,1982,三重國際獅子會司庫,https://councils.g0v.tw/councilors/info/f35c8a6b918241aa9bce397eba1609ba/1982/
新北市,廖聰海,,1977,板橋國際獅子會第5屆會長,https://councils.g0v.tw/councilors/info/b3b0641552c34afca98293c56060dcfe/1977/
新北市,廖聰海,,1982,板橋國際獅子會第5屆會長,https://councils.g0v.tw/councilors/info/b3b0641552c34afca98293c56060dcfe/1982/
彰化縣,江瑞演,,2009,員林獅子會第一副會長,https://councils.g0v.tw/councilors/info/b49912e9de064a0f812d15c61dbe67b4/2009/
臺北市,鄭貴夏,中國國民黨,1989,經濟部中華工程公司管理師、土地登記代理人協會常務監事、中興獅子會會長、臺北市直轄市議會第四屆議員等。,https://councils.g0v.tw/councilors/info/9b88331e7ca148daad9b0937651932b5/1989/
南投縣,陳倩月,無黨籍,2009,南投縣水鳳國際獅子會監事。,https://councils.g0v.tw/councilors/info/691d26121e194b708c00f73a38ce20f0/2009/
新北市,陳絹,,1968,三鶯國際獅子會會長,https://councils.g0v.tw/councilors/info/01496a17327f42ff86eac0287473fe64/1968/
新北市,李顯榮,,1986,中港國際獅子會會長,https://councils.g0v.tw/councilors/info/fdf8c7c162954dc7a317afbee22cdd8f/1986/
新北市,李顯榮,,1982,中港國際獅子會會長,https://councils.g0v.tw/councilors/info/fdf8c7c162954dc7a317afbee22cdd8f/1982/
宜蘭縣,江聰淵,民主進步黨,2009,宜蘭東區扶輪社公關主委、積極參與公共事務、戮力投身公益。,https://councils.g0v.tw/councilors/info/0c38fe930c8c4fa2984eacb90796a057/2009/
新北市,林阿坤,,1994,土城國際獅子會第7屆會長,https://councils.g0v.tw/councilors/info/64791da926f941ce99859deebf0fe666/1994/
新北市,林阿坤,,1998,土城國際獅子會第7屆會長,https://councils.g0v.tw/councilors/info/64791da926f941ce99859deebf0fe666/1998/
新北市,林阿坤,,2002,土城國際獅子會第7屆會長,https://councils.g0v.tw/councilors/info/64791da926f941ce99859deebf0fe666/2002/
臺中市,楊永昌,無黨籍,2010,國際獅子會300C2區/2008-2009總監,https://councils.g0v.tw/councilors/info/b845b9f291424a37a9a892ba14d6199c/2010/
高雄市,許福森,中國國民黨,2010,七、大崗山獅子會。,https://councils.g0v.tw/councilors/info/185dab5147b8444a9c7a2b1fa974d89d/2010/
高雄市,許福森,中國國民黨,2010,八、岡山扶輪社職業服務委員。,https://councils.g0v.tw/councilors/info/185dab5147b8444a9c7a2b1fa974d89d/2010/
宜蘭縣,林棋山,無黨籍,2014,11.蘇澳國際獅子會副會長。,https://councils.g0v.tw/councilors/info/fa8d47d4b7a74471962c286d119d322e/2014/
宜蘭縣,邱嘉進,民主進步黨,2014,7.蘇澳扶輪社理事。,https://councils.g0v.tw/councilors/info/ba78c7f22daf47089c38b40c5daaa645/2014/
臺北市,林晉章,中國國民黨,2006,行政人員高考及格。台北市議會第六、七、八、九屆議員、經濟部商標評審、消基會監察人、國際獅子會總監、北市林姓宗親總會、青溪協會、台中縣同鄉會、工商經營研究社、青企社、發明人協會、圍棋文化協進會、朱園社區發展協會等理事長、溜冰、棒球委員會等主任委員。,https://councils.g0v.tw/councilors/info/a544111382944c819541f06fa210ff61/2006/
臺北市,林晉章,中國國民黨,2002,行政人員高考及格、後幹班76期結業、經濟部商標評審、獅子會三００Ａ二區1991～1992區總監、臺北市青溪協會理事長、消基會監察人、北市發明人協會創會理事長、臺一國際專利商標事務所創辦人、臺北市直轄市議會第六、七、八屆議員，議會13年法規會委員及5年法規會召集人。,https://councils.g0v.tw/councilors/info/a544111382944c819541f06fa210ff61/2002/
臺北市,林晉章,中國國民黨,2010,台北市議會第六、七、八、九、十屆議員、消基會監察人、國際獅子會總監、北市青溪、溜冰、棒球、圍棋、中縣同鄉會、發明人協會、工商經營社、林姓宗親會等理事長、台一國際專利商標事務所創辦人、全球地方議會議員論壇、台灣地方民意代表公益論壇發起人、台灣大學政治碩士在職專班肄業、後幹班76期、行政人員高考及格。,https://councils.g0v.tw/councilors/info/a544111382944c819541f06fa210ff61/2010/
臺北市,林晉章,中國國民黨,1998,經濟部商標評審、獅子會區總監、臺北市青溪協會理事長、消基會監察人、北市發明人協會創會理事長、臺一國際專利商標事務所創辦人、臺北市直轄市議會第六、七、議員，中華民國露營、圍棋協會理事長，溜冰協會副理事長，IMC社長，臺北市臺中縣同鄉會理事長，中山區後備軍人輔導中心主任。,https://councils.g0v.tw/councilors/info/a544111382944c819541f06fa210ff61/1998/
臺北市,林晉章,中國國民黨,1994,經濟部商標評審、獅子會區監督、消基會監察人、臺一國際專利商標事務所創辦人、臺北市直轄市議會第六屆議員、中山青年聯誼會會長、中華民國溜冰協會副理事長、中華民國圍棋協會理事長、露營協會理事長。,https://councils.g0v.tw/councilors/info/a544111382944c819541f06fa210ff61/1994/
臺北市,黃金如,中國國民黨,1994,臺北市直轄市議會第五、六屆議員，政治小組參加人，黨團副書記長，臺北市警察分局組長、主任，中國國民黨十三屆全國代表大會代表，臺北市烹飪商業同業公會理事長，臺灣省砂石商業聯合會理事長，臺北市體育、國術會理事，中正國際獅子會會長，中山區羽球會副主委，臺北市建國國際同濟會常務理事，臺北市中山區早操會會長。,https://councils.g0v.tw/councilors/info/336a6cd5e75d4bdf9103b88a408f218e/1994/
臺北市,黃金如,中國國民黨,1989,中正獅子會會長、臺灣砂石聯合會理事長、福建同鄉會理事、臺北市老人福利協會理事長，臺北市直轄市議會第五屆議員。,https://councils.g0v.tw/councilors/info/336a6cd5e75d4bdf9103b88a408f218e/1989/
臺北市,陳振芳,中國國民黨,1989,忠孝獅子會長、五金工會理事長、臺北市直轄市議會第四、五屆議員、臺北市總工會理事長。,https://councils.g0v.tw/councilors/info/a93b137fc94b4b58b58fe3f8446a5e6f/1989/
臺北市,陳振芳,中國國民黨,1985,臺北市籃球委員會主任委員、臺北市忠孝國際獅子會會長、臺北市大直國小家長會長、臺北市五金工會理事長、臺北市直轄市議會第四屆議員。,https://councils.g0v.tw/councilors/info/a93b137fc94b4b58b58fe3f8446a5e6f/1985/
臺北市,陳振芳,中國國民黨,1981,臺北市忠孝國際獅子會會長、臺北市籃球委員會主任委員、臺北市五金工會理事長、中山區後備軍人輔導中心主任、大直國小家長會會長。,https://councils.g0v.tw/councilors/info/a93b137fc94b4b58b58fe3f8446a5e6f/1981/
新北市,張當木,,2002,國際300B區觀音山獅子會2002~2003年會長,https://councils.g0v.tw/councilors/info/c188ed14e70d443285e4b29a310a3090/2002/
臺北市,陳碧峰,民主進步黨,2006,台北市第八、九屆議員、台北市議會民進黨團副總召集人、民進黨第十一屆中央評議委員、第三屆國大代表、國際獅子會三00A二區百齡獅子會94-95年會長、士林區福安里第六屆里長。,https://councils.g0v.tw/councilors/info/f572936329f24d00a32760d667677188/2006/
臺北市,陳碧峰,民主進步黨,1998,第三屆國民大會代表。民進黨第四屆全國黨代表。立法委員謝長廷服務處副主任。臺北市議員陳勝宏服務處主任。全國社區資源交流協會理事。士林區福安里里長。百齡獅子會會長。福安國中家長會會長。臺北市緊急救援協會常務理事。,https://councils.g0v.tw/councilors/info/f572936329f24d00a32760d667677188/1998/
臺北市,陳碧峰,民主進步黨,2010,"八、九、十屆台北市議員、第三屆國大代表、台北市棒球協會理事長、300A2區百齡獅子會會長、阿扁總統競選副總幹事、陳勝宏議員與謝長廷服務處主任、福安里里長、蘭興、榮華、福林、天溪、大豐網球會、天母、榮光晨泳會、中古汽車商會、人人、全聯、平安計程車工會顧問；福安國中家長會長、社子、富安國小、重慶國中、北海水上救生協會、橄欖球協會、足球委員會、紳士總會社子分會顧問 ",https://councils.g0v.tw/councilors/info/f572936329f24d00a32760d667677188/2010/
新北市,蕭芳萬,,1982,板橋國際獅子會理事,https://councils.g0v.tw/councilors/info/7d24c94e791a40b397d696a74d7688eb/1982/
新北市,蕭芳萬,,1986,板橋國際獅子會理事,https://councils.g0v.tw/councilors/info/7d24c94e791a40b397d696a74d7688eb/1986/
臺北市,李德坤,中國國民黨,1981,臺北市直轄市議會第三屆議員、雙園區黨部常委、民眾服務分社理事長、古亭獅子會會長、雙園區後備軍人輔導中心主任、臺北市體育會理事、雙園區土風舞委員會主任委員。,https://councils.g0v.tw/councilors/info/fbfdcc6403444887a7f90330b7d27155/1981/
臺北市,李德坤,中國國民黨,1977,雙園區民眾服務分社理事長、古亭國際師子會會長、中國國民黨第11次全國代表大會代表、雙園國中家長會會長、臺北市體育會理事、糕餅罐頭同業公會理事、臺北市義警大隊雙園中隊顧問、國際獅子會中華民國總會理事、副秘書長。,https://councils.g0v.tw/councilors/info/fbfdcc6403444887a7f90330b7d27155/1977/
臺北市,許富男,民主進步黨,2002,現任臺北市議員（鑼鼓彈問政小組成員）；參與民主運動廿多年、民進黨創黨黨員、阿扁立委東區服務處主任、八三年阿扁競選市長東區總幹事、阿扁市府秘書（負責「與民有約」）、天母扶輪社理事與公關、社會服務主委、臺北市直轄市議會第八屆議員。,https://councils.g0v.tw/councilors/info/b8636740e03445e4953e77ca4bdda435/2002/
臺北市,許富男,民主進步黨,1998,參與民主運動廿多年、民進黨創黨黨員、全國代表第一、五、七屆、康寧祥競選立委三屆組織部組長、陳水扁立委東區服務處主任、八三年阿扁競選市長東區總幹事、阿扁市府秘書處理「與民有約」事宜、天母扶輪社理事與公關、社會服務主委、器官移植策進基金會副執行長。,https://councils.g0v.tw/councilors/info/b8636740e03445e4953e77ca4bdda435/1998/
新北市,王登貴,,1977,林口國際獅子會會長|國際獅子會三○○Ｂ區第二專區主席,https://councils.g0v.tw/councilors/info/77574c3e06e14deeb5646ac2d075e67b/1977/
新北市,王登貴,,1982,林口國際獅子會會長|國際獅子會三○○Ｂ區第二專區主席,https://councils.g0v.tw/councilors/info/77574c3e06e14deeb5646ac2d075e67b/1982/
雲林縣,許志豪,民主進步黨,2014,國際扶輪麥寮扶輪社監事,https://councils.g0v.tw/councilors/info/f41295ca8576415ebc2bf3dce3b85d35/2014/
新北市,林松,,1986,淡水國際獅子會秘書,https://councils.g0v.tw/councilors/info/317372c9b61d4c49b1a186df4a9189e9/1986/
新北市,李文德,,1990,淡水國際獅子會顧問。,https://councils.g0v.tw/councilors/info/cb897a47500441c594e053186ac0e5d6/1990/
新北市,李文德,,1994,淡水國際獅子會顧問。,https://councils.g0v.tw/councilors/info/cb897a47500441c594e053186ac0e5d6/1994/
新北市,李文德,,1998,淡水國際獅子會顧問。,https://councils.g0v.tw/councilors/info/cb897a47500441c594e053186ac0e5d6/1998/
新北市,李文德,,2002,淡水國際獅子會顧問。,https://councils.g0v.tw/councilors/info/cb897a47500441c594e053186ac0e5d6/2002/
新北市,李文德,,2006,淡水國際獅子會顧問。,https://councils.g0v.tw/councilors/info/cb897a47500441c594e053186ac0e5d6/2006/
臺南市,洪玉鳳,中國國民黨,2014,"4. 春暉國際獅子會2013-2015會長",https://councils.g0v.tw/councilors/info/7ef8e5de03ff4071954512a9c7523260/2014/
彰化縣,林滄喜,,2009,"彰化縣忠孝國際獅子會2000-2001年會長|國際獅子會300-C3區 2012-2013年會主席",https://councils.g0v.tw/councilors/info/58780d196dc740fb8fb1d7fcebe2adb2/2009/
彰化縣,洪麗娜,,2009,慈恩國際獅子會會長,https://councils.g0v.tw/councilors/info/843b1cd709054d9f9967f731a150d6b8/2009/
新竹縣,林志華,中國國民黨,2009,新竹縣新湖獅子會會長,https://councils.g0v.tw/councilors/info/8865473090ef483d9b30784abbe253e2/2009/
新竹縣,黃金樓,中國國民黨,2009,新豐國際獅子會秘書,https://councils.g0v.tw/councilors/info/6e67afdba0da4bf09a2bd8e7d386b7e8/2009/
新竹縣,黃金樓,中國國民黨,2009,新豐國際扶輪社創社會員,https://councils.g0v.tw/councilors/info/6e67afdba0da4bf09a2bd8e7d386b7e8/2009/
臺東縣,陳宏宗,中國國民黨,2009,二、關山獅子會長。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2009/
臺東縣,陳宏宗,中國國民黨,2014,四、關山獅子會會長。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2014/
彰化縣,柯振杯,中國國民黨,2014,四、伸港國際獅子會理事。,https://councils.g0v.tw/councilors/info/b41bf04451ff497b8040edce36193782/2014/
花蓮縣,施金樹,民主進步黨,2014,花蓮中正國際獅子會第屆會長、分區主席。,https://councils.g0v.tw/councilors/info/7b89e1b553fa40759b78bbafb82fb8a4/2014/
花蓮縣,李秋旺,中國國民黨,2014,花蓮縣觀護協會理事長。花蓮縣體育會棒球、柔術主委。國際花蓮中區扶輪社社長。救國團工青隊召集人。明廉國小、自強國中、花蓮高中家長會長、副會長。花蓮縣老人會、市婦女會、美崙山歌唱會、太極氣功顧問。,https://councils.g0v.tw/councilors/info/ed238875d136418585f48866cfc9380a/2014/
花蓮縣,李秋旺,中國國民黨,2009,國際花蓮中區扶輪社社長。救國團工青隊召集人。,https://councils.g0v.tw/councilors/info/ed238875d136418585f48866cfc9380a/2009/
花蓮縣,何禮臺,中國國民黨,2014,花蓮縣議員。花蓮縣議會國民黨團副書記長。花蓮縣議會紀律委員。花蓮縣政府蘇花改進度監督委員。新城獅子會會長。,https://councils.g0v.tw/councilors/info/df109d6b938349d7b877b2f2f785587c/2014/
花蓮縣,何禮臺,中國國民黨,2009,新城國際獅子會常務監事,https://councils.g0v.tw/councilors/info/df109d6b938349d7b877b2f2f785587c/2009/
彰化縣,李浩誠,中國國民黨,2014,"七、彰化七星獅子會 32 屆會長",https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2014/
彰化縣,李浩誠,,2009,"2011~2012 彰化七星獅子會會長",https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2009/
彰化縣,李浩誠,中國國民黨,2014,五、北斗扶輪社青年社區服務團團長,https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2014/
彰化縣,李浩誠,,2009,北斗扶輪社青年社區服務團團長,https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2009/
臺中市,吳瓊華,中國國民黨,2010,國際獅子會300-C2區鹿群獅子會2011~2012年度會長,https://councils.g0v.tw/councilors/info/1256e6f0826849e0b957d7828629fd4e/2010/
臺中市,吳瓊華,中國國民黨,2014,•鹿群獅子會會長,https://councils.g0v.tw/councilors/info/1256e6f0826849e0b957d7828629fd4e/2014/
臺中市,陳世凱,民主進步黨,2014,•花木蘭獅子會會長,https://councils.g0v.tw/councilors/info/ca543d02185b4824b8e7633a02547678/2014/
新北市,黃聲鏞,,1977,板橋市東區扶輪社創社社長,https://councils.g0v.tw/councilors/info/7d073ffd43384c3faea1c68fba0b00ca/1977/
新北市,陳明雄,,1982,三重市南區扶輪社創社社長,https://councils.g0v.tw/councilors/info/0db92c6838cd4e15949d5af32d0d7ca7/1982/
新北市,陳明雄,,1977,三重市南區扶輪社創社社長,https://councils.g0v.tw/councilors/info/0db92c6838cd4e15949d5af32d0d7ca7/1977/
