縣市,姓名,政黨,選舉年度,相關經歷,詳細資訊網址
宜蘭縣,陳正男,民主進步黨,2014,"2.南方澳南天宮金媽祖 主任委員。",https://councils.g0v.tw/councilors/info/305639171b954f5b9daec6139b0bfca1/2014/
宜蘭縣,陳正男,無黨籍,2009,南方澳南天宮金媽祖主任委員。,https://councils.g0v.tw/councilors/info/305639171b954f5b9daec6139b0bfca1/2009/
宜蘭縣,林棋山,中國國民黨,2009,七、照安宮主任委員、南天宮副主任委員。,https://councils.g0v.tw/councilors/info/fa8d47d4b7a74471962c286d119d322e/2009/
臺北市,李仁人,中國國民黨,1994,臺北市直轄市議會第六屆議員、婦女會常務理事、友聯女獅會創會長、龍山、艋舺、力行及古亭國際青商會顧問。臺北市廣照宮及迦蚋庄福德宮顧問。臺北市中醫師公會、市商公會及國術會顧問。萬華義交、華江義警及莒光民防顧問。,https://councils.g0v.tw/councilors/info/2a1f340de38f4518bc7baee4d4b2a131/1994/
臺南市,張伯祿,無黨籍,2010,一、關廟山西宮丙戊科五朝王醮總董。|二、關廟山西宮主任委員。,https://councils.g0v.tw/councilors/info/10f1eacc1deb4b9290d453bdc203e1ec/2010/
臺南市,張伯祿,無黨籍,2010,一、關廟山西宮丙戊科五朝王醮總董。|二、關廟山西宮主任委員。|四、關廟國小家長會長。,https://councils.g0v.tw/councilors/info/10f1eacc1deb4b9290d453bdc203e1ec/2010/
臺南市,陳特清,無黨籍,2010,仁壽宮管理委員會主任委員。,https://councils.g0v.tw/councilors/info/05e7a5a2c09e42c287af067c8ab90868/2010/
嘉義縣,郭西川,,2009,（三）魚寮東安福宮主任委員。 ,https://councils.g0v.tw/councilors/info/1b5a39e376294f879818d02a6a5007f3/2009/
雲林縣,翁水上,無黨籍,2009,"現任雲林縣議員、雲林縣賽鴿協會理事長、順天宮管理委員會主任委員 。",https://councils.g0v.tw/councilors/info/82d48fcbfc044b19b4c31b7d9ee7380c/2009/
臺中市,吳顯森,中國國民黨,2014,•永興宮委員|•建興宮主任委員,https://councils.g0v.tw/councilors/info/7c310d69a02c4372b037144a74998b7a/2014/
宜蘭縣,游祥德,民主進步黨,2009,教育基金會董事長、開山宮管理委員會主任委員、宜蘭縣民防大隊顧問,https://councils.g0v.tw/councilors/info/ff378d7e36f248a6aa5654c39e8e51c7/2009/
新北市,陳汝淮,,1986,樹林慈恩宮管理委員會主委,https://councils.g0v.tw/councilors/info/984be965ee9e463a9fc6975d058c5c56/1986/
新北市,陳汝淮,,1990,樹林慈恩宮管理委員會主委,https://councils.g0v.tw/councilors/info/984be965ee9e463a9fc6975d058c5c56/1990/
新北市,陳竣德,,1986,三峽鎮長福嚴清水祖師廟董事,https://councils.g0v.tw/councilors/info/109e4239f7cb45469633b60cbc70db62/1986/
南投縣,黃志學,中國國民黨,2009,埔里鎮西門里鎮安宮顧問、|埔里鎮泰安里泰安宮顧問,https://councils.g0v.tw/councilors/info/b52e9004adc34d33804c700141be48dc/2009/
臺南市,盧崑福,中國國民黨,2014,安平開臺天后宮管委會委員。,https://councils.g0v.tw/councilors/info/70a421f652a843dea4465517238763bc/2014/
臺南市,盧崑福,中國國民黨,2010,四、安平開臺天后宮管理委員會委員。,https://councils.g0v.tw/councilors/info/70a421f652a843dea4465517238763bc/2010/
臺南市,盧崑福,中國國民黨,2014,安平大眾廟副主任委員。,https://councils.g0v.tw/councilors/info/70a421f652a843dea4465517238763bc/2014/
臺南市,盧崑福,中國國民黨,2010,五、安平大眾廟副主任委員。,https://councils.g0v.tw/councilors/info/70a421f652a843dea4465517238763bc/2010/
臺南市,邱莉莉,民主進步黨,2014,"五、 財團法人台南市孔廟文化基金會董事",https://councils.g0v.tw/councilors/info/927192b4eb4444799257a3f547e36308/2014/
彰化縣,林滄喜,,2009,彰化南瑤宮開基三媽會理事長,https://councils.g0v.tw/councilors/info/58780d196dc740fb8fb1d7fcebe2adb2/2009/
彰化縣,柯振杯,,2009,伸港福安宮管理委員|汴頭村永慶宮管理委員會召集人,https://councils.g0v.tw/councilors/info/b41bf04451ff497b8040edce36193782/2009/
彰化縣,柯振杯,中國國民黨,2014,五、伸港鄉汴頭村永慶宮召集人。,https://councils.g0v.tw/councilors/info/b41bf04451ff497b8040edce36193782/2014/
新竹縣,史金象,民主進步黨,2009,新豐鄉石和宮總幹事。,https://councils.g0v.tw/councilors/info/175b8ebfa46943499edb24cd6b818b86/2009/
花蓮縣,施金樹,民主進步黨,2014,花蓮縣第14、15、16、17屆縣議員。救國團花蓮縣團委會指導委員。臺灣之友花蓮縣會長。財團法人正義宮基金會董事長。,https://councils.g0v.tw/councilors/info/7b89e1b553fa40759b78bbafb82fb8a4/2014/
花蓮縣,施金樹,民主進步黨,2009,花蓮縣正義宮文化藝術基金會董事長,https://councils.g0v.tw/councilors/info/7b89e1b553fa40759b78bbafb82fb8a4/2009/
花蓮縣,何禮臺,中國國民黨,2014,新城鄉第14、15屆鄉長。新城鄉代表會主席、副主席。國民黨花蓮縣黨部委員。新城鄉黨部主任委員。天公廟天公會理事長。,https://councils.g0v.tw/councilors/info/df109d6b938349d7b877b2f2f785587c/2014/
彰化縣,許原龍,,2009,彰化市西勢仔聖安宮顧問團團長|彰化市燒坑仔北極宮榮譽主任委員,https://councils.g0v.tw/councilors/info/f54bf083bf9d4f7082ff06f7601af0ae/2009/
彰化縣,許原龍,中國國民黨,2014,四、彰化市西勢仔聖安宮顧問團團長。|五、彰化市燒坑仔北極宮榮譽主任委員。,https://councils.g0v.tw/councilors/info/f54bf083bf9d4f7082ff06f7601af0ae/2014/
彰化縣,李浩誠,中國國民黨,2014,八、北斗奠安宮將軍團、太子團顧問,https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2014/
彰化縣,李浩誠,,2009,北斗奠安宮將軍團顧問|北斗奠安宮太子團顧問,https://councils.g0v.tw/councilors/info/5f079e40bd614bc2a3647e1e854d1601/2009/
臺中市,張宏年,中國國民黨,2010,財團法人臺中市幸天宮|奉順宮、均安宮董事長|順天宮榮譽董事長,https://councils.g0v.tw/councilors/info/755fde59ae0c4118a0d7f4e013588877/2010/
臺中市,張宏年,中國國民黨,2014,•財團法人臺中市均安宮、奉順宮、幸天宮董事長,https://councils.g0v.tw/councilors/info/755fde59ae0c4118a0d7f4e013588877/2014/
嘉義縣,戴光宗,民主進步黨,2014,2太保市福濟宮顧問。|4太保福興宮顧問。|5七星宮慈恩堂顧問。|7三紋宮顧問。,https://councils.g0v.tw/councilors/info/04e1da0a433d4755a763997996955612/2014/
臺北市,陳瑞卿,中國國民黨,1977,合作金庫監事、臺北市中山區合作社理事主席、後備軍人中山區輔導組長、新興國中家長會長、中山國小家長會副會長、?公水利會代表、中國合作事業協會監事、中山區義警中隊長、中山區消防團長、愛愛救濟院董事、景福宮常務理事、人仁遊覽公司顧問、臺北市省轄市議會第六屆暨臨時議會、直轄市議會第一、二屆議員。,https://councils.g0v.tw/councilors/info/3d68b3b646374a2ea64eccf059f8d3c0/1977/
新北市,李國芳,,1998,財團法人臺灣省臺北縣金包里慈護宮董事,https://councils.g0v.tw/councilors/info/a30541f42a8c4e469214faf138ce3d83/1998/
新北市,楊世興,,1998,新莊保元宮管理委員會主任委員|新莊普安宮管理委員會主任委員,https://councils.g0v.tw/councilors/info/56cb615bc0b546d89c91219d7c40bb98/1998/
花蓮縣,鄭乾龍,民主進步黨,2014,吉安鄉慶天宮副主任委員,https://councils.g0v.tw/councilors/info/1e591a74b1d640219de61252f5d7ba4c/2014/
南投縣,林永鴻,無黨籍,2009,長、慈濟宮管理委員會主委、民進黨南投縣,https://councils.g0v.tw/councilors/info/831ead90eb124bfd88a4e74dc371e5e2/2009/
彰化縣,凃淑媚,中國國民黨,2014,四、鹿港埤頭玉安宮主任委員。,https://councils.g0v.tw/councilors/info/09c32961c77a49faba0f928f480f4d5f/2014/
彰化縣,凃淑媚,,2009,彰化縣鹿港鎮玉安宮主任委員,https://councils.g0v.tw/councilors/info/09c32961c77a49faba0f928f480f4d5f/2009/
彰化縣,林茂明,,2009,牛埔里東興宮管理委員會顧問,https://councils.g0v.tw/councilors/info/380df064cf5d4c08b199ce98e58009f8/2009/
彰化縣,林茂明,,2009,快官法主公廟管理委員會顧問,https://councils.g0v.tw/councilors/info/380df064cf5d4c08b199ce98e58009f8/2009/
彰化縣,陳光輝,無黨籍,2014,"六、二林仁和宮 顧問|七、芳苑普天宮 顧問",https://councils.g0v.tw/councilors/info/70caaf7d3170473cbfce6fcd9db31c56/2014/
桃園縣,黃哲鍾,,2009,桃園市晉福宮主任委員,https://councils.g0v.tw/councilors/info/0c747c471bd249899a622d2fb934995a/2009/
彰化縣,歐陽蓁珠,民主進步黨,2014,十二、通天宮紫極殿委員,https://councils.g0v.tw/councilors/info/7f33f5685a074044945b13215382331f/2014/
彰化縣,李清木,民主進步黨,2014,四、西湖村西德宮副主委。,https://councils.g0v.tw/councilors/info/0468e951551341e09c68b7405fda49dd/2014/
彰化縣,張雪如,,2009,員林廣寧宮樂善團團長,https://councils.g0v.tw/councilors/info/77b5171a3c98473198037491f5c05f70/2009/
彰化縣,林庚壬,中國國民黨,2014,二、柑井里武當宮總幹事,https://councils.g0v.tw/councilors/info/78f6433017ad4ee8bf50682fe1d73695/2014/
宜蘭縣,劉添梧,民主進步黨,2014,6.羅東奠安宮主任委員。,https://councils.g0v.tw/councilors/info/3ed3277de77d4c5b82d47832706bf045/2014/
宜蘭縣,沈德茂,民主進步黨,2014,4.五結奠安宮總幹事。|7.(金鼎)橄社福安宮主任委員。,https://councils.g0v.tw/councilors/info/4c64d0dd1aab479e862a9c03ebc10c92/2014/
宜蘭縣,沈德茂,無黨籍,2009,五結奠安宮總幹事,https://councils.g0v.tw/councilors/info/4c64d0dd1aab479e862a9c03ebc10c92/2009/
宜蘭縣,黃建勇,中國國民黨,2014,3.七張開興廟主任委員。,https://councils.g0v.tw/councilors/info/d31038a4b1da4e7287f672d8bbdc587f/2014/
宜蘭縣,張明華,民主進步黨,2014,1.財團法人二結王公廟董事長,https://councils.g0v.tw/councilors/info/89e4586dab67490c91432780825d1b93/2014/
桃園縣,李柏坊,,2009,大溪鎮仁和宮董事,https://councils.g0v.tw/councilors/info/beb172cb402342e891fd5d6e8f9f6c5f/2009/
桃園市,李柏坊,中國國民黨,2014,大溪鎮仁和宮董事,https://councils.g0v.tw/councilors/info/beb172cb402342e891fd5d6e8f9f6c5f/2014/
新竹縣,盧東文,中國國民黨,2009,惠安宮委員,https://councils.g0v.tw/councilors/info/f144f7b5a9614108942520bcf1160a67/2009/
臺北市,李黃恒貞,中國國民黨,1973,臺北市第四、五、六屆議會議員，臺北市私立華江幼稚園董事長、臺北市兒童福利基金會管理會委員、臺北市雙園區婦女會理事長、臺北市婦女會常務監事、中國家庭計畫協會顧問、臺北市道教會顧問、臺北市國術會駐會顧問、臺北市佛教會天后宮媽祖會副會長。,https://councils.g0v.tw/councilors/info/1a1d887e89e545898d09b5326a51d623/1973/
臺北市,李黃恒貞,中國國民黨,1973,臺北市第四、五、六屆議會議員，臺北市私立華江幼稚園董事長、臺北市兒童福利基金會管理會委員、臺北市雙園區婦女會理事長、臺北市婦女會常務監事、中國家庭計畫協會顧問、臺北市道教會顧問、臺北市國術會駐會顧問、臺北市佛教會天后宮媽祖會副會長。,https://councils.g0v.tw/councilors/info/1a1d887e89e545898d09b5326a51d623/1973/
高雄市,吳銘賜,民主進步黨,2014,五、財團法人高雄市廣濟宮董事長91年至103年,https://councils.g0v.tw/councilors/info/97409946a557473991b464ddc79d7e74/2014/
高雄市,蘇炎城,民主進步黨,2010,鳳山鎮南宮仙公廟董事長,https://councils.g0v.tw/councilors/info/4a7e9d61fd9242fc8debe611cbb580df/2010/
高雄市,蘇炎城,民主進步黨,2010,鳳山鎮南宮仙公廟董事長,https://councils.g0v.tw/councilors/info/4a7e9d61fd9242fc8debe611cbb580df/2010/
高雄市,楊見福,無黨籍,2014,四、鳳山區北門萬福廟副主任委員,https://councils.g0v.tw/councilors/info/9bca0bced58445ba9207340e57a62f87/2014/
臺中市,陳天汶,中國國民黨,2010,台中市北區城隍廟董事會常務董事,https://councils.g0v.tw/councilors/info/219709550c984e3c9f009adbc5148387/2010/
新北市,連清傳,,1955,臺北保安宮管理委員會委員|三重市太璞宮管理人|臺北縣財團法人先嗇宮董事長,https://councils.g0v.tw/councilors/info/3467da81cd0c4271b804f2ea79191a94/1955/
新北市,連清傳,,1961,臺北保安宮管理委員會委員|三重市太璞宮管理人|臺北縣財團法人先嗇宮董事長,https://councils.g0v.tw/councilors/info/3467da81cd0c4271b804f2ea79191a94/1961/
雲林縣,黃凱,,2009,台大設校促進會會長、雲林家扶中心扶助委員、融獻慈善基金會顧問、虎尾鎮民防分隊顧問、東仁國中家長委員會顧問、馬光國小家長委員會顧問、雲林白沙屯媽祖會公關組。,https://councils.g0v.tw/councilors/info/61de3e057e324380958c7dab4995dadf/2009/
雲林縣,黃進一,無黨籍,2009,虎尾聖心幼稚園家長會長、虎尾國小家長會長、順天宮管理委員會顧問、雲林體育會羽球委員會主任委員、第十六屆縣議員。,https://councils.g0v.tw/councilors/info/7cf8cf6347c84299bcf946806c4efda1/2009/
基隆市,蘇財發,中國國民黨,2009,．六堵代天府建廟發起人暨第三屆管理委員會主任委員,https://councils.g0v.tw/councilors/info/8abff6ed868f4216b1f12fca6b68b6c8/2009/
新北市,高金五,,1973,景美集應廟代管理人,https://councils.g0v.tw/councilors/info/ab175fe99848473a87fbf916197ffc54/1973/
新北市,高金五,,1955,景美集應廟代管理人,https://councils.g0v.tw/councilors/info/ab175fe99848473a87fbf916197ffc54/1955/
新北市,高金五,,1958,景美集應廟代管理人,https://councils.g0v.tw/councilors/info/ab175fe99848473a87fbf916197ffc54/1958/
新北市,高金五,,1964,景美集應廟代管理人,https://councils.g0v.tw/councilors/info/ab175fe99848473a87fbf916197ffc54/1964/
新北市,廖金枝,,1973,廟宇主任委員,https://councils.g0v.tw/councilors/info/784cdda3b48b4f4bb00099d00502bf90/1973/
新北市,廖金枝,,1977,廟宇主任委員,https://councils.g0v.tw/councilors/info/784cdda3b48b4f4bb00099d00502bf90/1977/
新北市,廖金枝,,1986,廟宇主任委員,https://councils.g0v.tw/councilors/info/784cdda3b48b4f4bb00099d00502bf90/1986/
新北市,廖金枝,,1982,廟宇主任委員,https://councils.g0v.tw/councilors/info/784cdda3b48b4f4bb00099d00502bf90/1982/
高雄市,陳粹鑾,中國國民黨,2010,六、鳳山開漳聖王廟委員。,https://councils.g0v.tw/councilors/info/c8b94ba16cbf4b68b8c16949065f5610/2010/
高雄市,陳粹鑾,中國國民黨,2014,鳳山開漳聖王廟管理委員會常務委員,https://councils.g0v.tw/councilors/info/c8b94ba16cbf4b68b8c16949065f5610/2014/
高雄市,張漢忠,民主進步黨,2014,五、鳳山區保興宮管委會常務監事|六、鳳山慈福宮副主任委員,https://councils.g0v.tw/councilors/info/c15bd67980df4132b6dc3303e95f45d8/2014/
雲林縣,王又民,無黨籍,2014,斗六大乾宮顧問,https://councils.g0v.tw/councilors/info/e1cd3df8f7b94d358bf1cef49668749f/2014/
雲林縣,王又民,中國國民黨,2009,雲林縣生命線理事、陸軍十字團作戰官、斗六天聖宮副主任委員、斗六大乾宮總幹事、斗六牛挑灣發展協會創辦招集人、中華民國撞球協會總幹事、斗六市第八屆、第九屆市民代表。,https://councils.g0v.tw/councilors/info/e1cd3df8f7b94d358bf1cef49668749f/2009/
新竹縣,林昭錡,民主進步黨,2014,竹東鎮民代表會代表、民進黨新竹縣黨部主任委員、林姓宗親會二重區分會理事長、二重國小及二重國中家長會長、聯華電子、神達電腦、王安電腦、巨漢工程經理、常興工程公司負責人、二重儲蓄互助社常務監事、五穀宮信徒。,https://councils.g0v.tw/councilors/info/423363578b21408cad6255184a2e2e30/2014/
基隆市,蔡旺璉,中國國民黨,2009,．中埔福德宮主任委員,https://councils.g0v.tw/councilors/info/66f75b1f93574328bcaa30ecadd8ce7b/2009/
基隆市,陳江山,中國國民黨,2009,．承福宮媽祖廟、福安宮主任委員,https://councils.g0v.tw/councilors/info/a7e10f3afa40446c872f1f732093bcac/2009/
基隆市,陳江山,中國國民黨,2009,．承福宮媽祖廟、福安宮主任委員,https://councils.g0v.tw/councilors/info/a7e10f3afa40446c872f1f732093bcac/2009/
基隆市,陳江山,中國國民黨,2009,．承福宮媽祖廟、福安宮主任委員,https://councils.g0v.tw/councilors/info/a7e10f3afa40446c872f1f732093bcac/2009/
新北市,呂柱,,2002,新莊市西盛庄福德宮鶴齡交誼中心、豐年、西盛老人會顧問,https://councils.g0v.tw/councilors/info/54f2fcd9140a47549440322a784f3b9c/2002/
新北市,呂柱,,2006,新莊市西盛庄福德宮鶴齡交誼中心、豐年、西盛老人會顧問,https://councils.g0v.tw/councilors/info/54f2fcd9140a47549440322a784f3b9c/2006/
新北市,林溪巖,,1953,財團法人全國林姓宗廟常務監事,https://councils.g0v.tw/councilors/info/3fb2ef17aad74e56895d9435f7a48311/1953/
宜蘭縣,吳福田,民主進步黨,2009,宜蘭市金六結福德廟委員。|宜蘭市西關廟顧問。,https://councils.g0v.tw/councilors/info/3fa242730fd64dd8b67f0219d0e98c3b/2009/
嘉義市,蔡貴絲,中國國民黨,2009,歷任南洋建設股份有限公司總經理、嘉義桃城獅子會創會會長、嘉義桃城少獅會輔導會長、財團法人嘉義市天后宮名譽董事長、嘉義市保德宮名譽顧問、嘉邑南興宮名譽顧問、嘉義市議會第六、七屆議長，現任嘉義市議會第八屆議員。,https://councils.g0v.tw/councilors/info/f227bad211c445268139fad9fed042d5/2009/
高雄市,藍星木,中國國民黨,2010,高雄市右昌元帥府、三山國王廟、一甲福德廟、三甲福德祠、土庫清福寺管委會顧問,https://councils.g0v.tw/councilors/info/8599fa12da8c49a996f92310dbfff7e7/2010/
高雄市,李眉蓁,中國國民黨,2014,七、左營舊城鳳邑城隍廟顧問,https://councils.g0v.tw/councilors/info/9d440ed8450343f0998ccddd761b019b/2014/
嘉義市,蕭淑麗,無黨籍,2014,"嘉義市農會總幹事,第三屆國民大會代表,中華民國農會考試委員,中華民國農會經費稽委員會委員,稻江科技暨管理學院執行董事,中國文化大學博士生,嘉義市果菜市場董事,嘉義縣議會秘書,嘉義救難協會、若竹兒基金會、祥和社會基金會等公益社團,寺廟顧問",https://councils.g0v.tw/councilors/info/95694be8d8004e9e89451ad4e7667766/2014/
高雄市,許崑源,中國國民黨,2010,6.前金萬興宮主任委員。,https://councils.g0v.tw/councilors/info/a356d98fa9c24fa9920c4c59db158ed7/2010/
臺南市,陳文賢,民主進步黨,2010,下橋頭朝安宮主任委員,https://councils.g0v.tw/councilors/info/42d504605e0c4c5ca6863634a273f340/2010/
臺南市,陳文賢,民主進步黨,2014,下橋頭朝安宮主任委員,https://councils.g0v.tw/councilors/info/42d504605e0c4c5ca6863634a273f340/2014/
