縣市,姓名,政黨,選舉年度,相關經歷,詳細資訊網址
新北市,朱子孟,,1998,樹林市柑園義消分隊長等,https://councils.g0v.tw/councilors/info/72c1f98e4c1d4cdbb6d8bb7932609e40/1998/
新北市,朱子孟,,2002,樹林市柑園義消分隊長等,https://councils.g0v.tw/councilors/info/72c1f98e4c1d4cdbb6d8bb7932609e40/2002/
新北市,游文貴,,1986,消防隊副中隊長,https://councils.g0v.tw/councilors/info/b716d7829a46423b95d908a650c95df2/1986/
新北市,游文貴,,1982,消防隊副中隊長,https://councils.g0v.tw/councilors/info/b716d7829a46423b95d908a650c95df2/1982/
高雄市,朱信強,無黨籍,2010,（三）美濃義消顧問團團長,https://councils.g0v.tw/councilors/info/33774794c139463a9b64d14fd389715c/2010/
臺北市,陳健治,中國國民黨,1981,臺北市直轄市議會第一、二、三屆市議員、中國國民黨臺北市委員會第三、四屆委員、內湖區後備軍人輔導組長、內湖義消區團長、內湖義警中隊長。,https://councils.g0v.tw/councilors/info/ac330e755b39451eafa4309a096958a0/1981/
臺北市,林鈺祥,中國國民黨,1977,私立東吳大學講師、中區少棒聯盟理事、私立中國文化學院講師、臺北市議會第二屆議員、大安區後備軍人輔導組輔導員、義警大隊督導、消防顧問會顧問、臺北市硬式網球委員會主任委員、中國童子軍理事、團長。,https://councils.g0v.tw/councilors/info/3cd178f9c00f42319217cbf0f3679a52/1977/
臺北市,王友祿,中國國民黨,1981,臺北市黨部委員、評議員、臺北市省轄市議會第三、四、五、六屆暨臨時議會、直轄市議會第一、二、三屆議員、延平區調解委員會委員、臺北市義勇警察大隊大隊附、臺北市市民消防團延平區團長。,https://councils.g0v.tw/councilors/info/eaf6f1fc07934a0d8691c00493ef082c/1981/
彰化縣,陳玉姬,,2009,溪湖義勇消防分隊顧問,https://councils.g0v.tw/councilors/info/032133e2b45043ceadbe8630f68cdc0f/2009/
臺北市,王正德,中國國民黨,2002,山東同鄉會理事兼副秘書長、救國團信義區團委會委員、臺北市公共安全協會理事長、建國中學校友會理事長、南天扶輪社理事、衛理女中家長會副會長、北市民防、義警、義消、義交等顧問、臺北市直轄市議會第八屆議員。,https://councils.g0v.tw/councilors/info/08b3c1c09fa040eda92da62549fac8ef/2002/
新北市,陳家興,,1961,義勇消防隊隊長,https://councils.g0v.tw/councilors/info/49438c6626304c1bb6fcf3ce9ff96404/1961/
新北市,陳家興,,1964,義勇消防隊隊長,https://councils.g0v.tw/councilors/info/49438c6626304c1bb6fcf3ce9ff96404/1964/
新北市,李良和,,1961,蘆洲鄉義勇消防隊隊長,https://councils.g0v.tw/councilors/info/7970869d6ec146acb9d8f48675e452ae/1961/
新北市,李良和,,1964,蘆洲鄉義勇消防隊隊長,https://councils.g0v.tw/councilors/info/7970869d6ec146acb9d8f48675e452ae/1964/
新北市,吳琪銘,,2006,台北縣議會警政消防召集人,https://councils.g0v.tw/councilors/info/5894e494a0e34f0abfefc51308ffa2a1/2006/
新北市,吳琪銘,民主進步黨,2010,台北縣議會警政消防召集人,https://councils.g0v.tw/councilors/info/5894e494a0e34f0abfefc51308ffa2a1/2010/
新北市,吳琪銘,,2006,台北縣義消第五大隊大隊長,https://councils.g0v.tw/councilors/info/5894e494a0e34f0abfefc51308ffa2a1/2006/
新北市,吳琪銘,民主進步黨,2010,台北縣義消第五大隊大隊長,https://councils.g0v.tw/councilors/info/5894e494a0e34f0abfefc51308ffa2a1/2010/
彰化縣,楊福建,,2009,溪湖義消中隊顧問,https://councils.g0v.tw/councilors/info/90acf838957940d4ad54a4da6f75cfa7/2009/
新北市,張月娥,,1982,臺北縣警察局義勇消防大隊顧問|初田消防器材工程有限公司董事長,https://councils.g0v.tw/councilors/info/fb2934e04aea4483a34b82e560d5cc47/1982/
新北市,胡憲章,,1994,瑞芳義勇消防分隊顧問,https://councils.g0v.tw/councilors/info/2c102661952a477683e363ca68e09923/1994/
新北市,林義仁,,1994,萬里鄉義消隊員兼顧問|婦女會、青商會、義警、義消、民防等顧問,https://councils.g0v.tw/councilors/info/020954d232e444e2a509ccbba3ef25ea/1994/
新北市,林淑芬,,1998,消防局婦女防火宣導隊大隊長|議會環保衛生警政消防預算審查召集人,https://councils.g0v.tw/councilors/info/86c1db04555940e3a009fdb154ba26bf/1998/
新北市,林淑芬,,2002,消防局婦女防火宣導隊大隊長|議會環保衛生警政消防預算審查召集人,https://councils.g0v.tw/councilors/info/86c1db04555940e3a009fdb154ba26bf/2002/
新北市,林淑芬,,1998,消防局婦女防火宣導隊大隊長,https://councils.g0v.tw/councilors/info/86c1db04555940e3a009fdb154ba26bf/1998/
新北市,林淑芬,,2002,消防局婦女防火宣導隊大隊長,https://councils.g0v.tw/councilors/info/86c1db04555940e3a009fdb154ba26bf/2002/
新北市,林孝光,,1986,三重、重陽、慈福義消分隊顧問,https://councils.g0v.tw/councilors/info/f7657b7df9bb4cb98bd2fda64071bced/1986/
新北市,林孝光,,1990,三重、重陽、慈福義消分隊顧問,https://councils.g0v.tw/councilors/info/f7657b7df9bb4cb98bd2fda64071bced/1990/
新北市,林孝光,,1994,三重、重陽、慈福義消分隊顧問,https://councils.g0v.tw/councilors/info/f7657b7df9bb4cb98bd2fda64071bced/1994/
新北市,林孝光,,1998,三重、重陽、慈福義消分隊顧問,https://councils.g0v.tw/councilors/info/f7657b7df9bb4cb98bd2fda64071bced/1998/
新北市,林孝光,,2002,三重、重陽、慈福義消分隊顧問,https://councils.g0v.tw/councilors/info/f7657b7df9bb4cb98bd2fda64071bced/2002/
新北市,江永昌,,2006,中和義消分隊副分隊長,https://councils.g0v.tw/councilors/info/0f5e3f3a681048ca86368abc051ac70b/2006/
新北市,江永昌,民主進步黨,2010,中和義消分隊副分隊長,https://councils.g0v.tw/councilors/info/0f5e3f3a681048ca86368abc051ac70b/2010/
新北市,王月明,,2006,台北縣議會警察、衛生、環保、消防委員會召集人,https://councils.g0v.tw/councilors/info/5164eba7ee6446f8bc320f390d33e91e/2006/
新北市,趙燕昭,,2006,溪崑義消分隊長。,https://councils.g0v.tw/councilors/info/bf999d1ce98c4dac9c8c2b346c4f381c/2006/
新北市,張方溥,,1946,*補林木火缺？旋辭？,https://councils.g0v.tw/councilors/info/f0f46daeab994ea49a279e78f30c9b78/1946/
南投縣,許粧,中國國民黨,2009,工會顧問、南投縣消防局鳳凰志工大隊副大,https://councils.g0v.tw/councilors/info/1166e4065b2c44d1889025dfa8ebef9c/2009/
新北市,蔡詩祥,,1951,臺北縣義消大隊三重分隊長,https://councils.g0v.tw/councilors/info/0c7e15de8444448b912ee496ce02a9a5/1951/
新北市,黃財,,1968,瑞芳義勇消防隊長,https://councils.g0v.tw/councilors/info/2d997650967b40cca6bf6bf4ccc154e5/1968/
新北市,黃財,,1961,瑞芳義勇消防隊長,https://councils.g0v.tw/councilors/info/2d997650967b40cca6bf6bf4ccc154e5/1961/
雲林縣,林逢錦,無黨籍,2009,"雲林縣排球委員會主任委員、北港鎮北辰國小家長會長、北港朝天宮第七屆董事、北港義消顧問、雲林縣第14屆.15屆.16屆縣議員 。",https://councils.g0v.tw/councilors/info/ea1c56bbfade4ab7a97310dba0993c8a/2009/
雲林縣,簡慈坊,無黨籍,2009,縣議員簡錦全助理、雲林縣義消斗南中隊顧問。,https://councils.g0v.tw/councilors/info/75715061b6004ea7a28d6d55eb206990/2009/
臺北市,林榮剛,中國國民黨,1989,臺北市直轄市議會第一、二、四、五屆議員、臺北市市民消防團雙園區區團長、浙江寧波同鄉會理事、臺北市蔬菜印刷等商業同業公會顧問。,https://councils.g0v.tw/councilors/info/24b023d87ce74639bdf1681d118a43aa/1989/
臺北市,林榮剛,中國國民黨,1985,臺北市直轄市議會第一、二、四屆議員、臺北市雙園區市民消防團區團長、臺北市雙園民眾服務分社連任三屆理事長、青年公園早泳聯誼會會長。,https://councils.g0v.tw/councilors/info/24b023d87ce74639bdf1681d118a43aa/1985/
新北市,陳梅嬌,,1998,消防局婦女防火宣導分隊長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/1998/
新北市,陳梅嬌,,2002,消防局婦女防火宣導分隊長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/2002/
新北市,陳梅嬌,,1998,消防局婦女防火宣導分隊長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/1998/
新北市,陳梅嬌,,2002,消防局婦女防火宣導分隊長,https://councils.g0v.tw/councilors/info/f96737bec86a43fa8c52e36355c64f44/2002/
新北市,劉炳發,,1977,北縣義勇消防警察大隊板橋中隊顧問,https://councils.g0v.tw/councilors/info/e17686312b0645a3adb100dc54d959be/1977/
新北市,劉炳發,,1982,北縣義勇消防警察大隊板橋中隊顧問,https://councils.g0v.tw/councilors/info/e17686312b0645a3adb100dc54d959be/1982/
新北市,劉炳發,,1990,北縣義勇消防警察大隊板橋中隊顧問,https://councils.g0v.tw/councilors/info/e17686312b0645a3adb100dc54d959be/1990/
新北市,劉炳發,,1986,北縣義勇消防警察大隊板橋中隊顧問,https://councils.g0v.tw/councilors/info/e17686312b0645a3adb100dc54d959be/1986/
新北市,江清秀,,1986,臺北縣消防協會理事長|板橋義勇消防中隊長,https://councils.g0v.tw/councilors/info/44fa656c3f17489a88a9736c4784b271/1986/
臺北市,荊鳳崗,中國國民黨,1977,臺北市第六屆及改制第一、二屆議員、私立強恕中學教師、私立育達商職顧問、臺北市教師福利會常務理事、童子軍理事會常務理事、民眾服務社監事、教與學月刊社社長、萬國道德總會理事、大陸救災總會理事、臺北市黨部委員。,https://councils.g0v.tw/councilors/info/c5df9b8f6a2c457d997a0350811e9696/1977/
臺北市,羅文富,中國國民黨,1985,臺北市直轄市議會第一、二、三、四屆議員、士林區後備軍人輔導中心主任、臺北市消防協會及餐飲業工會顧問、輝鴻交通公司董事長。,https://councils.g0v.tw/councilors/info/3f9a0895af594c1bbea9f7da7af52664/1985/
新北市,廖聰海,,1977,板橋市義勇消防隊顧問,https://councils.g0v.tw/councilors/info/b3b0641552c34afca98293c56060dcfe/1977/
新北市,廖聰海,,1982,板橋市義勇消防隊顧問,https://councils.g0v.tw/councilors/info/b3b0641552c34afca98293c56060dcfe/1982/
新北市,李顯榮,,1986,義警、民防、義消顧問,https://councils.g0v.tw/councilors/info/fdf8c7c162954dc7a317afbee22cdd8f/1986/
新北市,李顯榮,,1982,義警、民防、義消顧問,https://councils.g0v.tw/councilors/info/fdf8c7c162954dc7a317afbee22cdd8f/1982/
臺東縣,朱連濟,中國國民黨,2009,七、臺東縣婦女防火宣導大隊幹事。,https://councils.g0v.tw/councilors/info/b69912fca48a481b859b21358228962e/2009/
新北市,廖正良,,2006,民防義警義消顧問團長,https://councils.g0v.tw/councilors/info/a43d735ddb9f4d85bbf2cd41583f476d/2006/
新北市,廖正良,中國國民黨,2014,汐止區農會代表、理事、汐止區義消、義警、民防顧問及團長,https://councils.g0v.tw/councilors/info/a43d735ddb9f4d85bbf2cd41583f476d/2014/
新北市,廖正良,中國國民黨,2010,民防義警義消顧問團長,https://councils.g0v.tw/councilors/info/a43d735ddb9f4d85bbf2cd41583f476d/2010/
高雄市,方信淵,中國國民黨,2014,三、高雄市義消總隊橋頭中隊顧問,https://councils.g0v.tw/councilors/info/304e78b0aef549169fc734426f99620f/2014/
高雄市,方信淵,中國國民黨,2010,高雄縣義消總隊第四大隊橋頭中隊顧問,https://councils.g0v.tw/councilors/info/304e78b0aef549169fc734426f99620f/2010/
新北市,劉達郎,,1986,新莊消防隊福營義勇消防分隊顧問,https://councils.g0v.tw/councilors/info/6764c7e8decf4dd4b6e1a7dc1cdd7cc0/1986/
新北市,王景源,,1998,議會警政、衛生、環保、消防、財政、主計召集人,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/1998/
新北市,王景源,,2002,議會警政、衛生、環保、消防、財政、主計召集人,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/2002/
新北市,王景源,,2006,議會警政、衛生、環保、消防、財政、主計召集人,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/2006/
新北市,王景源,,1998,義消分隊長，中隊長,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/1998/
新北市,王景源,,2002,義消分隊長，中隊長,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/2002/
新北市,王景源,,2006,義消分隊長，中隊長,https://councils.g0v.tw/councilors/info/b90be33258b24e099750f5b1ec57ee60/2006/
新北市,黃建清,,1986,汐止義消中隊長,https://councils.g0v.tw/councilors/info/4e65791d393d479a931a425aea21c4bc/1986/
新北市,黃建清,,1982,汐止義消中隊長,https://councils.g0v.tw/councilors/info/4e65791d393d479a931a425aea21c4bc/1982/
新北市,黃建清,,1990,汐止義消中隊長,https://councils.g0v.tw/councilors/info/4e65791d393d479a931a425aea21c4bc/1990/
新北市,黃建清,,1994,汐止義消中隊長,https://councils.g0v.tw/councilors/info/4e65791d393d479a931a425aea21c4bc/1994/
新北市,黃建清,,1998,汐止義消中隊長,https://councils.g0v.tw/councilors/info/4e65791d393d479a931a425aea21c4bc/1998/
高雄市,許福森,中國國民黨,2010,六、岡山義消中隊顧問。,https://councils.g0v.tw/councilors/info/185dab5147b8444a9c7a2b1fa974d89d/2010/
高雄市,蘇琦莉,中國國民黨,2010,五、高雄縣政府消防局路竹義消分隊顧問。,https://councils.g0v.tw/councilors/info/2679d34eb82948e088791036207aabb6/2010/
高雄市,蘇琦莉,中國國民黨,2010,五、高雄縣政府消防局路竹義消分隊顧問。,https://councils.g0v.tw/councilors/info/2679d34eb82948e088791036207aabb6/2010/
新北市,何新傳,,1973,義消大隊總幹事,https://councils.g0v.tw/councilors/info/85c9d67d34694d1ca95618e6bf9f9847/1973/
新北市,何新傳,,1968,義消大隊總幹事,https://councils.g0v.tw/councilors/info/85c9d67d34694d1ca95618e6bf9f9847/1968/
新北市,何新傳,,1977,義消大隊總幹事,https://councils.g0v.tw/councilors/info/85c9d67d34694d1ca95618e6bf9f9847/1977/
新北市,何新傳,,1982,義消大隊總幹事,https://councils.g0v.tw/councilors/info/85c9d67d34694d1ca95618e6bf9f9847/1982/
基隆市,黃景泰,中國國民黨,2009,．長青志工、義警、義消、民防、巡守隊、社區發展協會…,https://councils.g0v.tw/councilors/info/308f98ece65943de86e45c4f8ce2833e/2009/
基隆市,沈義傳,中國國民黨,2009,．義消安樂中隊中隊長,https://councils.g0v.tw/councilors/info/04c29c04b04d41be983be7604137e240/2009/
新北市,唐有吉,,2002,是內政部頒發救災獎章暨鳳凰獎的義消,https://councils.g0v.tw/councilors/info/7181dd02f73b4ee689c3611bcaccb493/2002/
新北市,唐有吉,,2006,是內政部頒發救災獎章暨鳳凰獎的義消,https://councils.g0v.tw/councilors/info/7181dd02f73b4ee689c3611bcaccb493/2006/
新北市,唐有吉,,2002,是內政部頒發救災獎章暨鳳凰獎的義消,https://councils.g0v.tw/councilors/info/7181dd02f73b4ee689c3611bcaccb493/2002/
新北市,唐有吉,,2006,是內政部頒發救災獎章暨鳳凰獎的義消,https://councils.g0v.tw/councilors/info/7181dd02f73b4ee689c3611bcaccb493/2006/
宜蘭縣,陳正男,無黨籍,2009,南方澳義消分隊顧問。,https://councils.g0v.tw/councilors/info/305639171b954f5b9daec6139b0bfca1/2009/
宜蘭縣,林棋山,無黨籍,2014,8.南方澳、蘇澳義消分隊顧問。,https://councils.g0v.tw/councilors/info/fa8d47d4b7a74471962c286d119d322e/2014/
宜蘭縣,林棋山,中國國民黨,2009,六、南方澳義消分隊顧問。,https://councils.g0v.tw/councilors/info/fa8d47d4b7a74471962c286d119d322e/2009/
臺北市,李仁人,中國國民黨,2006,台北市六、七、八、九屆市議員，北市婦女會理事長，市立師院校友會長，救國團真善美會長，市體育會副理事長中華民國婦女總會副理事長，台北市義警督導，萬華區民防義警義交義消，中小學家長會及其他社團顧問。,https://councils.g0v.tw/councilors/info/2a1f340de38f4518bc7baee4d4b2a131/2006/
臺北市,李仁人,中國國民黨,2002,臺北市直轄市議會第六、七、八屆議員、中華民國婦女會總會副理事長、臺北市婦女會理事長、臺北市立師院校友會理事長、臺北市救國團真善美聯誼會長、臺北市義警督導、萬華區民防、義警、義交、義消顧問、萬華區中小學家長會顧問、臺北市油漆及塗料公會顧問、幼教顧問。,https://councils.g0v.tw/councilors/info/2a1f340de38f4518bc7baee4d4b2a131/2002/
新北市,張當木,,2002,五股義消分隊顧問團長,https://councils.g0v.tw/councilors/info/c188ed14e70d443285e4b29a310a3090/2002/
臺南市,賴美惠,民主進步黨,2014,後壁區義消分隊顧問團團長,https://councils.g0v.tw/councilors/info/f280c85abb994de28b4b8be7f528e1f2/2014/
臺南市,賴美惠,民主進步黨,2010,後壁鄉義消分隊顧問團團長。,https://councils.g0v.tw/councilors/info/f280c85abb994de28b4b8be7f528e1f2/2010/
臺南市,張世賢,中國國民黨,2014,臺南市義消總隊副總隊長,https://councils.g0v.tw/councilors/info/1fef78e4de0d44aea4f43dcec2727fc1/2014/
臺南市,張世賢,中國國民黨,2010,一、白河義消分、中隊長|七、台南縣義消第一大隊大隊長,https://councils.g0v.tw/councilors/info/1fef78e4de0d44aea4f43dcec2727fc1/2010/
花蓮縣,潘富民,中國國民黨,2009,玉里義消觀音義消分隊顧問,https://councils.g0v.tw/councilors/info/7cfd4b2965bf4b77ae6e33a10892e650/2009/
花蓮縣,潘富民,中國國民黨,2014,玉里瑞穗義消顧問,https://councils.g0v.tw/councilors/info/7cfd4b2965bf4b77ae6e33a10892e650/2014/
雲林縣,蘇俊豪,無黨籍,2014,雲林縣義消顧問,https://councils.g0v.tw/councilors/info/e7200f49b90747c5a4fda83e88da97d7/2014/
雲林縣,李培元,無黨籍,2014,台西鄉義消分隊顧問團團長。,https://councils.g0v.tw/councilors/info/35bcedf7406f4be2bf5110f15f864a01/2014/
雲林縣,許志豪,民主進步黨,2014,麥寮鄉北五村義勇消防隊顧問,https://councils.g0v.tw/councilors/info/f41295ca8576415ebc2bf3dce3b85d35/2014/
苗栗縣,羅貴星,民主進步黨,2014,"現任:  ※三義鄉鄉民代表  ※三義鄉農會理事  ※苗栗縣三義鄉水美商圈產業發展協會理事長  ※台灣身心障礙服務研究發展協會理事  ※苗栗縣客家文化發展協會理事  ※苗栗縣體育總會跆拳道委員會副主任委員  ※三義鄉義消、義警、民防、老人會、後憲顧問※三義鄉大圳面福德祠副主任委員  曾任:  ※三義鄉觀光文化發展協會理事長",https://councils.g0v.tw/councilors/info/93b724cce24146958a68f1c1e8142184/2014/
南投縣,黃志學,中國國民黨,2009,南投縣消防局第二大隊大隊長、,https://councils.g0v.tw/councilors/info/b52e9004adc34d33804c700141be48dc/2009/
彰化縣,阮厚爵,,2009,彰化縣義消總隊和美中隊顧問團副團長,https://councils.g0v.tw/councilors/info/15b56151a4514c119589963a29a6d677/2009/
臺南市,施重男,無黨籍,2010,"永康市第十二、 十三、十四屆市民代 表、第十三屆市民代 表會副主席。台南縣 第十三、十四、十五 屆縣議員。永康市第 十八屆兵役協會主任 委員。大灣義消顧問 團長。大灣國中第二 屆家長會長。第十三 屆縣長選舉陳唐山先 生永康市後援會顧 問。第六屆立法委員 選舉陳唐山先生永康 市後援會顧問。民進 黨徵召永康市第5屆 市長候選人。",https://councils.g0v.tw/councilors/info/d6087f37640c453f84531225bfce7562/2010/
南投縣,廖梓佑,民主進步黨,2009,三、婦女防火宣導隊第二屆副大隊長,https://councils.g0v.tw/councilors/info/13be3a784ac44151bd9df5d885eb4042/2009/
桃園縣,劉曾玉春,,2009,桃園縣義勇消防隊興國分隊顧問,https://councils.g0v.tw/councilors/info/cc8dfd38f2714c7bb0411818e8975b3b/2009/
桃園市,劉曾玉春,無黨團結聯盟,2014,桃園縣義勇消防隊興國分隊顧問,https://councils.g0v.tw/councilors/info/cc8dfd38f2714c7bb0411818e8975b3b/2014/
彰化縣,洪和炉,,2009,二林義消分隊顧問|芳苑義消分隊顧問團長|芳苑義消分隊顧問團長,https://councils.g0v.tw/councilors/info/298b39a57d46466f983e52e771143c1f/2009/
彰化縣,洪麗娜,,2009,田中義消防火宣導隊分隊長,https://councils.g0v.tw/councilors/info/843b1cd709054d9f9967f731a150d6b8/2009/
彰化縣,洪麗娜,,2009,田中義消防火宣導隊分隊長,https://councils.g0v.tw/councilors/info/843b1cd709054d9f9967f731a150d6b8/2009/
彰化縣,洪麗娜,,2009,田中義消防火宣導隊分隊長,https://councils.g0v.tw/councilors/info/843b1cd709054d9f9967f731a150d6b8/2009/
新竹縣,林志華,中國國民黨,2009,湖口鄉新工、湖口義消、警友會顧問,https://councils.g0v.tw/councilors/info/8865473090ef483d9b30784abbe253e2/2009/
臺東縣,高美珠,中國國民黨,2014,九、長濱鄉婦女防火宣導副會長。,https://councils.g0v.tw/councilors/info/e22c1d36b5f5492e970ea215ed512526/2014/
臺東縣,翁麗吟,中國國民黨,2014,五、臺東縣婦女防火宣導隊副大隊長。,https://councils.g0v.tw/councilors/info/7fd9626580064f4c954abd9f9ac1a467/2014/
臺東縣,陳宏宗,中國國民黨,2009,一、台東消防局關山義消大隊顧問。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2009/
臺東縣,陳宏宗,中國國民黨,2014,三、臺東消防局關山義消大隊顧問。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2014/
臺東縣,陳宏宗,中國國民黨,2009,一、台東消防局關山義消大隊顧問。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2009/
臺東縣,陳宏宗,中國國民黨,2014,三、臺東消防局關山義消大隊顧問。,https://councils.g0v.tw/councilors/info/7ef22b4f683248c38b4c4ae6d6ff0390/2014/
花蓮縣,楊文值,中國國民黨,2014,花蓮縣義消總隊長。,https://councils.g0v.tw/councilors/info/5920d4d50a33410fb4f2d93900ec3133/2014/
花蓮縣,楊文值,中國國民黨,2009,花蓮縣義消總隊長。花蓮縣中小企業協會理事長。花蓮縣宜蘭同鄉會理事長。花蓮縣社會公益聯盟理事長。花蓮市北濱社區發展協會理事長。花崗國中家長會顧問主席。,https://councils.g0v.tw/councilors/info/5920d4d50a33410fb4f2d93900ec3133/2009/
花蓮縣,劉曉玫,民主進步黨,2009,九、義消防火宣導及婦宣大隊顧問,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2009/
花蓮縣,劉曉玫,民主進步黨,2014,第15、16、17屆花蓮縣議員。民進黨中央黨部中執委、中評委。義消防火宣導及婦宣大隊顧問。劉氏宗親會顧問。民進黨花蓮縣議會黨團總召。,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2014/
花蓮縣,劉曉玫,民主進步黨,2009,九、義消防火宣導及婦宣大隊顧問,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2009/
花蓮縣,劉曉玫,民主進步黨,2014,第15、16、17屆花蓮縣議員。民進黨中央黨部中執委、中評委。義消防火宣導及婦宣大隊顧問。劉氏宗親會顧問。民進黨花蓮縣議會黨團總召。,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2014/
花蓮縣,劉曉玫,民主進步黨,2009,九、義消防火宣導及婦宣大隊顧問,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2009/
花蓮縣,劉曉玫,民主進步黨,2014,第15、16、17屆花蓮縣議員。民進黨中央黨部中執委、中評委。義消防火宣導及婦宣大隊顧問。劉氏宗親會顧問。民進黨花蓮縣議會黨團總召。,https://councils.g0v.tw/councilors/info/2c8aae0d0ad24a4aad82cbea859238e4/2014/
新竹縣,史金象,民主進步黨,2009,新豐義消顧問。,https://councils.g0v.tw/councilors/info/175b8ebfa46943499edb24cd6b818b86/2009/
花蓮縣,施金樹,民主進步黨,2009,花蓮縣義消大隊長,https://councils.g0v.tw/councilors/info/7b89e1b553fa40759b78bbafb82fb8a4/2009/
南投縣,謝明謀,中國國民黨,2009,義勇消防隊魚池中隊中隊長,https://councils.g0v.tw/councilors/info/e46ef31ca1e446e3a8ec21f8b57757ef/2009/
臺中市,林碧秀,中國國民黨,2014,五、台中縣婦女防火宣導隊副大隊長,https://councils.g0v.tw/councilors/info/f6b175b2464640f89186165048acb147/2014/
臺中市,陳成添,中國國民黨,2014,•臺中市住宅消防權益促進會理事長,https://councils.g0v.tw/councilors/info/3ead5d6fc506488783b1ecd1172665cd/2014/
臺中市,陳成添,中國國民黨,2010,台中市義消四平分隊分隊長。,https://councils.g0v.tw/councilors/info/3ead5d6fc506488783b1ecd1172665cd/2010/
臺中市,吳瓊華,中國國民黨,2010,臺中市消防局烏日鳳凰救護志工分隊長|臺中市消防局婦女防火宣導第三中隊中隊長,https://councils.g0v.tw/councilors/info/1256e6f0826849e0b957d7828629fd4e/2010/
臺中市,吳瓊華,中國國民黨,2010,臺中市消防局婦女防火宣導第三中隊中隊長,https://councils.g0v.tw/councilors/info/1256e6f0826849e0b957d7828629fd4e/2010/
臺北市,黃世溫,中國國民黨,1973,北投鎮鎮民代表、陽明山體育會常務理事、陽明山什貨公會理事長、臺灣臺北地方法院榮譽觀護人、陽明山局商會顧問、陽明山義勇消防隊總幹事、陽明山聾啞福利協進會顧問、臺北市體育會理事。,https://councils.g0v.tw/councilors/info/a717059bd9c9427b81c75deb71fe356a/1973/
